"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.132681255E0,-7.342195511E-2,8.422374725E-3,7.142686844E-2
3.140888524E0,-4.293251038E-2,9.120941162E-3,1.363725662E-1
3.149084639E0,-2.498865128E-3,2.829694748E-2,1.229186058E-1
3.157281908E0,-2.782154083E-2,2.784252167E-2,1.461014748E-1
3.165479678E0,-1.887178421E-2,7.928800583E-2,1.509194374E-1
3.173676755E0,-4.485607147E-2,7.977056503E-2,1.828618050E-1
3.181889216E0,-6.053018570E-2,5.768918991E-2,1.678824425E-1
3.190088101E0,-6.773376465E-2,-1.539802551E-2,1.059269905E-1
3.198286485E0,-7.201981544E-2,-4.336595535E-2,-1.306104660E-2
3.206490639E0,-7.161378860E-2,-5.685472488E-2,-1.249742508E-1
3.214690139E0,-6.715774536E-2,-1.705837250E-2,-1.992449760E-1
3.222904100E0,-6.878852844E-2,5.231523514E-2,-2.218432426E-1
3.231104524E0,1.435494423E-2,9.646177292E-2,-1.259598732E-1
3.239302485E0,6.500077248E-2,6.214523315E-2,-1.890325546E-2
3.247527870E0,8.868360519E-2,5.414628983E-2,4.728746414E-2
3.255725023E0,9.088611603E-2,1.466464996E-2,8.264112473E-2
3.263896331E0,9.803748131E-2,3.231477737E-2,6.561613083E-2
3.272059062E0,9.397602081E-2,2.794837952E-2,4.197597504E-2
3.280256485E0,9.510922432E-2,6.154394150E-2,1.392221451E-2
3.288454062E0,7.032823563E-2,6.134700775E-2,-3.774881363E-2
3.296652062E0,5.832552910E-2,4.214429855E-2,-3.662586212E-2
3.304861446E0,6.838226318E-2,7.083654404E-2,-4.733514786E-2
3.313057100E0,7.651209831E-2,3.304147720E-2,-8.704853058E-2
3.321232639E0,8.266568184E-2,-2.115058899E-2,-1.317005157E-1
3.329419831E0,6.014537811E-2,-7.240247726E-2,-1.312532425E-1
3.337617485E0,8.206129074E-3,-8.210086823E-2,-1.100854874E-1
3.345858831E0,-2.509641647E-2,-8.668613434E-2,-7.494115829E-2
3.354056946E0,-1.531982422E-2,-5.283260345E-2,-3.510856628E-2
3.362255215E0,-1.503825188E-2,-3.346347809E-2,2.441883087E-3
3.370453754E0,-4.671335220E-3,-1.444816589E-2,3.560972214E-2
3.378650754E0,-1.013040543E-2,-3.137588501E-3,3.112316132E-2
3.386863177E0,-2.997159958E-3,3.052711487E-3,-4.066944122E-3
3.395060061E0,-4.037332535E-2,-4.965782166E-3,-5.824804306E-2
3.403258369E0,-2.760219574E-2,3.780937195E-2,-1.080627441E-1
3.411455177E0,-1.264286041E-2,1.162433624E-2,-1.008243561E-1
3.419652407E0,6.755352020E-3,2.432489395E-2,-1.084809303E-1
3.427863523E0,-5.318641663E-3,3.504419327E-2,-6.626367569E-2
3.436060907E0,-3.669810295E-2,4.348134995E-2,1.653003693E-2
3.444256830E0,-2.788162231E-2,2.543258667E-2,9.689617157E-2
3.452451869E0,-2.890467644E-2,-1.247644424E-2,1.178593636E-1
3.460646484E0,6.019353867E-3,-1.268577576E-2,6.027555466E-2
3.468857830E0,-9.080648422E-3,4.420948029E-2,4.372882843E-2
3.477055907E0,-3.113222122E-2,7.219219208E-2,3.440856934E-3
3.485253715E0,-4.441213608E-2,9.084367752E-2,-5.162143707E-2
3.493479099E0,-7.638931274E-3,2.121734619E-2,-7.106256485E-2
3.501674099E0,1.750898361E-2,-1.678133011E-2,-4.768466949E-2
3.509884984E0,4.278421402E-3,7.348060608E-4,-2.226495743E-2
3.518081599E0,3.092765808E-3,-1.041793823E-2,1.510047913E-2
3.526278061E0,1.826596260E-2,1.396274567E-2,5.024337769E-2
3.534474484E0,2.135968208E-2,3.087711334E-2,6.162452698E-2
3.542671638E0,7.947206497E-2,-5.125999451E-4,7.090806961E-2
3.550882676E0,9.873795509E-2,-2.031564713E-2,6.107330322E-3
3.559079099E0,1.302332878E-1,-1.158714294E-2,-1.537609100E-2
3.567274984E0,1.261577606E-1,1.817226410E-3,-4.625749588E-2
3.575472215E0,1.007847786E-1,2.726650238E-2,-9.867048264E-2
3.583667868E0,4.266619682E-2,-6.786823273E-3,-1.439466476E-1
3.591909330E0,-9.886264801E-3,-2.599334717E-2,-1.702113152E-1
3.600105599E0,-1.925945282E-3,-2.543354034E-2,-1.321010590E-1
3.608302291E0,5.907201767E-2,-3.887033463E-2,-1.324720383E-1
3.616500137E0,1.131684780E-1,-2.790784836E-2,-1.714100838E-1
3.624697330E0,1.024956703E-1,-1.872968674E-2,-1.653466225E-1
3.632908137E0,2.913737297E-2,-1.380920410E-3,-1.385879517E-1
3.641105176E0,1.992487907E-2,-1.008272171E-2,-7.866001129E-2
3.649300560E0,1.773118973E-2,-9.043693542E-3,1.462078094E-2
3.657496060E0,-8.454084396E-3,1.835489273E-2,6.238365173E-2
3.665691253E0,-2.229261398E-2,4.549074173E-2,9.368896484E-2
3.673899599E0,-1.172924042E-2,2.687072754E-2,1.372914314E-1
3.682095099E0,-1.780366898E-2,6.389617920E-4,1.525168419E-1
3.690291522E0,-1.925110817E-2,1.226472855E-2,1.464810371E-1
3.698489060E0,-2.842235565E-2,1.837348938E-2,1.240739822E-1
3.706685714E0,-3.109073639E-2,1.683092117E-2,8.745622635E-2
3.714895483E0,-5.874991417E-2,1.986360550E-2,7.943248749E-2
3.723092483E0,-9.429025650E-2,2.284622192E-2,4.970359802E-2
3.731290022E0,-9.239172935E-2,5.185937881E-2,8.699607849E-2
3.739514945E0,-8.584809303E-2,6.145048141E-2,1.100826263E-1
3.747712252E0,-4.742193222E-2,1.065397263E-1,1.767811775E-1
3.755923022E0,7.326936722E-2,7.919692993E-2,1.555829048E-1
3.764120252E0,1.326544285E-1,1.295852661E-2,8.001279831E-2
3.772318483E0,1.353628635E-1,1.666545868E-3,-3.595066071E-2
3.780516291E0,1.095385551E-1,-1.152324677E-2,-1.761679649E-1
3.788714444E0,-4.801034927E-3,4.866123199E-3,-2.403769493E-1
3.796926137E0,-6.952357292E-2,3.191995621E-2,-2.433218956E-1
3.805123214E0,-1.039917469E-1,5.994796753E-2,-1.730079651E-1
3.813318829E0,-9.596586227E-2,4.997968674E-2,-3.126335144E-2
3.821513060E0,-2.618885040E-2,1.598405838E-2,7.928276062E-2
3.829707560E0,5.307173729E-2,-1.131677628E-2,1.159439087E-1
3.837947290E0,9.423851967E-2,-8.210659027E-3,1.292514801E-1
3.846143444E0,1.002275944E-1,-1.288604736E-2,1.192612648E-1
3.854338944E0,5.612277985E-2,1.312541962E-2,3.781795502E-2
3.862536136E0,1.421499252E-2,1.299953461E-2,-3.124713898E-3
3.870731867E0,1.513266563E-2,2.262163162E-2,-2.990150452E-2
3.878942906E0,8.035182953E-3,-3.275394440E-3,-4.762125015E-2
3.887138444E0,3.396606445E-2,2.425193787E-3,-3.574371338E-3
3.895334252E0,9.874081612E-2,-2.562522888E-2,2.642726898E-2
3.903530059E0,1.065480709E-1,-2.519369125E-2,-1.268339157E-2
3.911725098E0,7.707715034E-2,-3.901767731E-2,-4.440927505E-2
3.919933829E0,6.525373459E-2,-2.185726166E-2,-6.381607056E-2
3.928128482E0,1.562452316E-2,-1.376724243E-2,-9.064149857E-2
3.936325829E0,-3.140878677E-2,-7.864952087E-3,-1.175622940E-1
3.944522328E0,-4.986524582E-2,1.486730576E-2,-7.275056839E-2
3.952717328E0,-9.473872185E-2,2.320861816E-2,-6.624889374E-2
3.960927175E0,-2.949380875E-2,1.008796692E-2,-3.347778320E-2
3.969124444E0,2.110695839E-2,-2.458333969E-2,-3.176212311E-3
3.977323751E0,-2.159500122E-2,-1.368522644E-2,7.510185242E-4
3.985548021E0,-3.854250908E-2,3.529548645E-2,-9.681701660E-3
3.993745174E0,-1.753020287E-2,5.050086975E-2,6.314754486E-3
4.001956521E0,5.347013474E-3,2.965593338E-2,5.507946014E-3
4.010154482E0,1.904702187E-2,1.829624176E-3,2.381563187E-2
4.018351174E0,1.849889755E-3,1.467227936E-2,8.693218231E-3
4.026548636E0,-5.597925186E-2,4.423904419E-2,2.713203430E-2
4.034746597E0,-7.541918755E-2,7.359457016E-2,4.575014114E-2
4.042957751E0,-2.792620659E-2,3.332281113E-2,2.138614655E-2
4.051155790E0,3.646993637E-2,1.922607422E-2,-3.873300552E-2
4.059351828E0,3.149008751E-2,5.563211441E-2,-9.660720825E-2
4.067547790E0,2.901721001E-2,8.997106552E-2,-1.044125557E-1
4.075744559E0,7.589817047E-3,7.427787781E-2,-9.797620773E-2
4.083986751E0,-1.127862930E-2,9.457826614E-2,-7.240056992E-2
4.092233520E0,-1.111578941E-2,7.920122147E-2,-6.618356705E-2
4.100429020E0,-3.005695343E-2,5.933427811E-2,4.517364502E-2
4.108624520E0,2.965950966E-2,3.004980087E-2,1.084351540E-1
4.116819482E0,9.173202515E-2,-2.090549469E-2,1.238918304E-1
4.125029020E0,6.806802750E-2,-6.726121902E-2,6.539249420E-2
4.133223212E0,5.225133896E-2,-5.897188187E-2,-2.134799957E-2
4.141419212E0,3.158569336E-3,-2.665710449E-2,-7.216835022E-2
4.149615097E0,-2.401351929E-3,-8.349895477E-3,-1.135530472E-1
4.157810097E0,9.354352951E-3,1.484870911E-2,-1.572542191E-1
4.166019558E0,9.918212891E-5,-7.029533386E-3,-1.699819565E-1
4.174215828E0,3.171491623E-2,-1.425886154E-2,-7.991695404E-2
4.182410789E0,1.042780876E-1,-5.267333984E-2,2.941513062E-2
4.190605597E0,7.501482964E-2,-6.054019928E-2,2.455759048E-2
4.198801097E0,1.006219387E-1,-5.959939957E-2,-9.405136108E-2
4.207011097E0,1.039917469E-1,-7.067537308E-2,-1.834163666E-1
4.215206174E0,1.474537849E-1,-2.872085571E-2,-2.366199493E-1
4.223401097E0,1.641340256E-1,-2.443361282E-2,-1.125564575E-1
4.231622020E0,1.544501781E-1,-2.984046936E-2,2.397294044E-1
4.239817135E0,1.094257832E-1,-1.818895340E-2,5.489244461E-1
4.248025943E0,-3.387069702E-2,-1.756320000E-1,6.236228943E-1
4.256220635E0,-1.610159874E-1,-2.796988487E-1,4.871454239E-1
4.264414520E0,-5.167555809E-2,-3.705716133E-1,4.097619057E-1
4.272594135E0,1.228404045E-1,-4.234127998E-1,3.043169975E-1
4.280754250E0,3.194670677E-1,-4.225196838E-1,1.651191711E-1
4.288963750E0,4.237096310E-1,-3.359131813E-1,2.071857452E-3
4.297160212E0,5.010478497E-1,-2.158112526E-1,-8.181524277E-2
4.305356712E0,5.445139408E-1,-6.226873398E-2,-2.347025871E-1
4.313554019E0,3.896226883E-1,1.069722176E-1,-4.412980080E-1
4.321751904E0,1.466708183E-1,2.974252701E-1,-4.633851051E-1
4.329988865E0,-6.155586243E-2,4.285364151E-1,-4.266753197E-1
4.338187019E0,1.680154800E-1,4.158563614E-1,-3.393144608E-1
4.346384635E0,4.722416401E-1,3.890256882E-1,-3.354601860E-1
4.353626096E0,5.083427429E-1,4.057149887E-1,-3.403515816E-1
4.361824750E0,3.839211464E-1,3.858313560E-1,-3.163719177E-1
4.370035135E0,7.483410835E-2,3.330626488E-1,-2.747521400E-1
4.378232135E0,-2.670626640E-1,1.305794716E-1,-1.264328957E-1
4.386429404E0,-4.112834930E-1,-1.711177826E-2,-1.286525726E-1
4.394628173E0,-3.594613075E-1,-1.370210648E-1,5.701684952E-2
4.402825058E0,-2.070066929E-1,-2.750949860E-1,1.834268570E-1
4.411033365E0,-1.513900757E-1,-2.816157341E-1,8.727598190E-2
4.419230942E0,-1.340150833E-1,-2.828116417E-1,1.635789871E-1
4.427428211E0,-5.223586559E-1,-2.824897766E-1,3.368983269E-1
4.435624673E0,-1.751596928E-1,-3.318114281E-1,4.073801041E-1
4.443822288E0,-5.366132259E-1,-3.089261055E-1,3.821811676E-1
4.452033750E0,-7.555263042E-1,-2.416582108E-1,3.158078194E-1
4.460230634E0,-7.578463554E-1,-2.095799446E-1,3.654756546E-1
4.468427288E0,-5.968627930E-1,-7.409858704E-2,4.017887115E-1
4.476648596E0,-3.344502449E-1,2.319669724E-2,5.664038658E-1
4.484844211E0,-1.359860897E-1,1.127614975E-1,5.462827682E-1
4.493053326E0,-1.136231422E-2,6.314992905E-2,4.285607338E-1
4.501249826E0,4.890489578E-2,1.150465012E-2,2.845230103E-1
4.509446557E0,-4.871845245E-3,4.387712479E-2,1.607418060E-3
4.517643788E0,-6.024456024E-2,4.154539108E-2,-3.797578812E-2
4.525839595E0,-2.418467999E-1,7.789278030E-2,-1.692514420E-1
4.534044403E0,-3.543279171E-1,1.206965446E-1,-2.155146599E-1
4.542239942E0,-3.228745461E-1,1.820554733E-1,-2.118020058E-1
4.550435018E0,-1.413650513E-1,1.783504486E-1,-2.547187805E-1
4.558629865E0,-8.696460724E-2,1.793813705E-1,-2.796664238E-1
4.566826018E0,-1.025114059E-1,1.934018135E-1,-4.410719872E-1
4.575047634E0,-3.039789200E-2,7.140731812E-2,-1.228384972E-1
4.583242941E0,-7.766675949E-2,6.695175171E-2,-1.817054749E-1
4.591437441E0,-8.287620544E-2,1.117496490E-1,-3.443074226E-1
4.599633788E0,1.969590187E-1,1.667022705E-3,-3.181424141E-1
4.607830634E0,3.033037186E-1,2.205371857E-3,-2.746152878E-1
4.616040903E0,1.139397621E-1,1.019802094E-1,-6.482768059E-1
4.624239557E0,-3.231048584E-2,5.928897858E-2,-5.247292519E-1
4.632437903E0,-2.592897415E-1,1.204919815E-2,2.215433121E-2
4.640634826E0,-4.742259979E-1,5.526447296E-2,5.336904526E-2
4.648831210E0,-3.707695007E-1,1.340866089E-2,1.744823456E-1
4.657040633E0,-2.220282555E-1,-9.600067139E-2,2.186074257E-1
4.665237287E0,-8.613252640E-2,-1.264114380E-1,2.710747719E-1
4.673433249E0,1.980066299E-2,-3.294944763E-2,5.538225174E-2
4.681629095E0,1.564388275E-1,2.733230591E-3,-1.241393089E-1
4.689826864E0,9.240770340E-2,7.621240616E-2,-3.887257576E-1
4.698038172E0,4.732131958E-3,6.412124634E-2,-9.215497971E-2
4.706235172E0,-1.096453667E-1,1.327676773E-1,2.188396454E-1
4.714432556E0,-2.525720596E-1,2.328629494E-1,-1.445388794E-1
4.722657633E0,-2.615456581E-1,1.707501411E-1,-7.313776016E-2
4.730854787E0,-1.793913841E-1,7.475852966E-2,3.261852264E-2
4.739066325E0,-9.700250626E-2,5.504131317E-2,1.446132660E-1
4.747263787E0,-5.926847458E-2,7.611989975E-2,1.173090935E-1
4.755460748E0,1.121034622E-1,4.921627045E-2,3.036379814E-1
4.763658633E0,-1.189022064E-1,1.632261276E-1,-9.273338318E-1
4.771857248E0,-7.142109871E-1,3.373284340E-1,-1.954185963E0
4.780061171E0,-7.173929214E-1,1.970038414E-1,-1.722008228E0
4.788258018E0,-2.162146568E-1,8.261203766E-3,-5.860891342E-1
4.796453364E0,-2.500295639E-2,3.218650818E-4,-4.370594025E-2
4.804678710E0,4.700899124E-2,2.813577652E-2,8.937263489E-2
4.812874441E0,-3.674221039E-2,6.270933151E-2,-1.080980301E-1
4.821108402E0,-2.079758644E-1,5.641603470E-2,-2.439546585E-2
4.829304402E0,-4.522066116E-1,2.936601639E-2,2.486944199E-1
4.837500440E0,-5.559306145E-1,-1.951932907E-2,2.074441910E-1
4.845725902E0,-6.545815468E-1,-4.211997986E-2,1.234765053E-1
4.853922748E0,-9.928150177E-1,2.231931686E-2,1.531529427E-1
4.862133902E0,-9.435482025E-1,2.175374031E-1,-8.597698212E-1
4.870332133E0,-3.121700287E-1,3.517732620E-1,-1.632550716E0
4.878530094E0,8.689165115E-2,5.002164841E-1,-1.843423367E0
4.886756017E0,3.017539978E-1,5.676159859E-1,-1.639113426E0
4.894952402E0,3.391184807E-1,4.193687439E-1,-1.297423363E0
4.903154633E0,1.615161896E-1,2.653856277E-1,-1.029675007E0
4.911349748E0,-5.345678329E-2,1.871085167E-1,-7.424230576E-1
4.919546786E0,-2.151126862E-1,1.327495575E-1,-5.515255928E-1
4.927772209E0,-3.276162148E-1,8.191394806E-2,-4.671368599E-1
4.935968440E0,-2.779836655E-1,1.889562607E-2,-3.534917831E-1
4.944169671E0,-2.902450562E-1,-9.658622742E-2,-3.340735435E-1
4.952367094E0,-3.430757523E-1,-1.746129990E-1,-3.368706703E-1
4.960564902E0,-1.577038765E-1,-2.325444221E-1,-1.706061363E-1
4.968789248E0,3.174276352E-1,-2.696461678E-1,3.166675568E-2
4.976985517E0,6.322438717E-1,-3.108148575E-1,4.201865196E-1
4.985187440E0,6.108253002E-1,-2.659506798E-1,6.894230843E-1
4.993382786E0,3.316206932E-1,-1.917395592E-1,7.954602242E-1
5.001579478E0,5.487489700E-2,-1.308650970E-1,8.643050194E-1
5.009802017E0,-1.817464828E-1,-4.717350006E-2,8.207731247E-1
5.017998017E0,-2.727408409E-1,1.687526703E-2,7.247567177E-1
5.026204209E0,-2.063193321E-1,5.305004120E-2,7.412652969E-1
5.034400170E0,-1.386575699E-1,3.681898117E-2,6.788134575E-1
5.042596094E0,-9.333467484E-2,2.799510956E-2,6.476993561E-1
5.050825363E0,1.300482750E-1,1.544284821E-2,6.251649857E-1
5.059020709E0,2.831854820E-1,-1.151800156E-2,5.171222687E-1
5.067259286E0,2.053174973E-1,9.469985962E-4,3.510932922E-1
5.075455132E0,-9.637451172E-2,4.340744019E-2,1.556644440E-1
5.083651516E0,-3.837361336E-1,9.246110916E-2,-9.541511536E-4
5.091882286E0,-5.454454422E-1,1.100773811E-1,-1.675939560E-1
5.100079055E0,-5.914235115E-1,5.884981155E-2,-2.925300598E-1
5.108224939E0,-5.634269714E-1,3.700733185E-2,-3.309302330E-1
5.116422286E0,-4.924330711E-1,3.766250610E-2,-2.470092773E-1
5.124624824E0,-4.129271507E-1,7.037639618E-2,-1.745872498E-1
5.132821401E0,-3.013737202E-1,1.200447083E-1,-4.327106476E-2
5.141018632E0,-1.170210838E-1,1.548824310E-1,4.936170578E-2
5.149227324E0,1.051495075E-1,1.554751396E-1,8.355093002E-2
5.157422632E0,2.536909580E-1,1.196141243E-1,5.499649048E-2
5.165618785E0,3.312535286E-1,5.707931519E-2,2.594566345E-2
5.173849670E0,2.092213631E-1,6.400108337E-3,-3.691148758E-2
5.182045401E0,1.391601562E-2,-1.805400848E-2,-9.904003143E-2
5.190254362E0,-1.804988384E-1,7.676124573E-3,-9.585571289E-2
5.198451054E0,-2.558643818E-1,6.418275833E-2,-1.176896095E-1
5.206647631E0,-1.615202427E-1,4.916477203E-2,-1.829299927E-1
5.214872708E0,-9.175682068E-2,9.671354294E-2,-1.984100342E-1
5.223070093E0,-8.915281296E-2,8.945131302E-2,-1.566100121E-1
5.231279670E0,-1.636481285E-2,8.521652222E-2,-1.520080566E-1
5.239477247E0,5.604767799E-2,1.055531502E-1,-1.264538765E-1
5.247673862E0,2.109165192E-1,7.445335388E-3,-1.431937218E-1
5.255821554E0,2.615728378E-1,-2.470016479E-2,-1.782622337E-1
5.264018785E0,2.662112713E-1,-3.853654861E-2,-1.859483719E-1
5.272229285E0,2.172179222E-1,-6.533432007E-2,-1.256308556E-1
5.280425785E0,1.530914307E-1,-4.109716415E-2,9.274482727E-4
5.288621708E0,7.152938843E-2,-2.836942673E-2,1.700773239E-1
5.296817862E0,1.137685776E-2,1.036119461E-2,2.797617912E-1
5.305015054E0,-3.732347488E-2,3.797912598E-2,3.246974945E-1
5.313255092E0,-2.037191391E-2,5.976533890E-2,3.351693153E-1
5.321452669E0,-1.374626160E-2,5.643939972E-2,3.259139061E-1
5.329650016E0,-5.405020714E-2,1.095538139E-1,3.275866508E-1
5.337848285E0,-1.181552410E-1,1.593074799E-1,3.636927605E-1
5.346043362E0,-1.111841202E-1,2.248854637E-1,3.763270378E-1
5.354252477E0,-4.846906662E-2,2.008862495E-1,3.603086472E-1
5.362450785E0,1.009833813E-1,6.850481033E-2,2.602620125E-1
5.370649323E0,1.956703663E-1,-6.914329529E-2,8.794689178E-2
5.378847515E0,1.816880703E-1,-1.441617012E-1,3.479433060E-2
5.387045631E0,9.114503860E-3,-1.588582993E-1,2.668666840E-2
5.395254208E0,-2.030067444E-1,-9.866905212E-2,7.517099380E-2
5.403450669E0,-3.262248039E-1,-3.344774246E-2,2.051901817E-1
5.411649438E0,-2.987802029E-1,2.816581726E-2,2.931213379E-1
5.419847977E0,-1.998677254E-1,4.015398026E-2,4.326505661E-1
5.428045015E0,-6.979775429E-2,5.503368378E-2,5.187082291E-1
5.436256938E0,3.373217583E-2,7.467126846E-2,5.827074051E-1
5.444455169E0,8.138346672E-2,5.354070663E-2,6.062331200E-1
5.452652630E0,1.233260632E-1,-2.265930176E-2,5.867848396E-1
5.460881861E0,2.643887997E-1,-1.398534775E-1,4.740791321E-1
5.469081630E0,3.637313843E-1,-2.341136932E-1,3.963127136E-1
5.477294861E0,4.053981304E-1,-2.642827034E-1,2.842826843E-1
5.485494438E0,4.929935932E-1,-2.215390205E-1,1.481318474E-1
5.493691246E0,6.343860626E-1,-2.570900917E-1,3.627061844E-2
5.501889053E0,8.285953999E-1,-3.411393166E-1,-1.817746162E-1
5.510086938E0,9.608615637E-1,-3.516769409E-1,-3.520874977E-1
5.518299207E0,8.888890743E-1,-2.421035767E-1,-4.472098351E-1
5.526498169E0,7.086079121E-1,-9.021234512E-2,-4.919934273E-1
5.534697438E0,4.965829849E-1,2.898502350E-2,-5.026402473E-1
5.542896592E0,3.666646481E-1,7.702541351E-2,-4.285492897E-1
5.551096515E0,2.846474648E-1,9.774684906E-2,-3.905391693E-1
5.559340630E0,3.406031132E-1,3.590393066E-2,-3.481197357E-1
5.567539592E0,3.881361485E-1,-1.016139984E-2,-3.015651703E-1
5.575738168E0,3.738391399E-1,-6.994247437E-2,-2.578516006E-1
5.583937361E0,2.836718559E-1,-4.441356659E-2,-1.695456505E-1
5.592135322E0,2.399120331E-1,-5.816936493E-3,-4.823398590E-2
5.600347745E0,2.800126076E-1,-1.010894775E-2,2.745580673E-2
5.608544707E0,2.397496700E-1,-2.999353409E-2,3.570413589E-2
5.616741437E0,1.287865639E-1,-1.358842850E-2,7.759428024E-2
5.624939168E0,-9.930133820E-3,2.699327469E-2,1.076903343E-1
5.633139207E0,-4.282736778E-2,5.549478531E-2,1.739597321E-1
5.641350245E0,-2.092885971E-2,-1.616477966E-4,2.188649178E-1
5.649551284E0,7.014226913E-2,-1.328229904E-2,2.186222076E-1
5.657750168E0,3.421759605E-2,-6.281137466E-2,1.899986267E-1
5.665947707E0,-4.993343353E-2,-1.647615433E-2,1.587872505E-1
5.674144476E0,-1.706852913E-1,4.890823364E-2,2.160015106E-1
5.682356706E0,-1.977598667E-1,7.780218124E-2,3.543276787E-1
5.690553783E0,-1.904671192E-1,5.290794373E-2,3.996024132E-1
5.698750129E0,-1.819305420E-1,6.456375122E-4,3.806328773E-1
5.706972591E0,-2.491910458E-1,1.210594177E-2,3.019824028E-1
5.715168552E0,-2.099692822E-1,1.220226288E-3,2.139511108E-1
5.723377360E0,-2.437670231E-1,-7.744312286E-3,1.594181061E-1
5.731572706E0,-3.220922947E-1,-8.084774017E-3,1.171269417E-1
5.739768245E0,-3.277592659E-1,5.682039261E-2,3.023004532E-2
5.747965014E0,-2.270495892E-1,8.331823349E-2,-9.346437454E-2
5.756162322E0,-1.795477867E-1,1.125707626E-1,-1.462750435E-1
5.764372052E0,-1.022338867E-1,2.192063332E-1,-2.556562424E-1
5.772569937E0,-6.119275093E-2,2.943568230E-1,-3.001513481E-1
5.780769360E0,-9.228944778E-3,4.220657349E-1,-3.184781075E-1
5.788969014E0,-2.138352394E-2,5.305738449E-1,-3.660140038E-1
5.797166475E0,-5.602359772E-2,5.582571030E-1,-4.189872742E-1
5.805407360E0,-4.014730453E-2,5.873537064E-1,-3.898501396E-1
5.813604168E0,4.773378372E-2,5.762915611E-1,-3.324737549E-1
5.821802898E0,1.809113026E-1,2.317943573E-1,-3.884215355E-1
5.829999129E0,3.385922909E-1,2.398824692E-2,-3.186211586E-1
5.838197321E0,3.254909515E-1,1.820325851E-2,-1.000723839E-1
5.846409206E0,2.476410866E-1,-3.680324554E-2,1.469788551E-1
5.854608514E0,2.843872309E-1,-9.100532532E-2,4.205298424E-1
5.862806898E0,-2.670764923E-2,2.221889496E-1,6.886301041E-1
5.871006167E0,-1.939358711E-1,1.637907028E-1,8.317928314E-1
5.879204167E0,-4.732656479E-1,1.665678024E-1,5.638394356E-1
5.887415206E0,-6.034567356E-1,1.365413666E-1,3.814396858E-1
5.895613860E0,-7.335116863E-1,1.620182991E-1,2.582831383E-1
5.903812744E0,-7.974354029E-1,2.012486458E-1,1.320223808E-1
5.912010552E0,-6.762613058E-1,2.597255707E-1,-4.543304443E-2
5.920208590E0,-5.014556646E-1,1.751766205E-1,-1.061043739E-1
5.928419244E0,-3.569622040E-1,1.099052429E-1,-1.429796219E-1
5.936616629E0,-2.564740181E-1,8.437585831E-2,4.906988144E-2
5.944813590E0,-1.221203804E-1,9.687900543E-2,2.988095284E-1
5.953040590E0,5.826401711E-2,1.684551239E-1,6.163425446E-1
5.961237628E0,2.623145580E-1,1.604895592E-1,1.010824680E0
5.969445859E0,2.812721729E-1,2.646965981E-1,1.270723343E0
5.977642859E0,5.130383968E-1,7.572650909E-2,1.427371502E0
5.985838898E0,8.090392351E-1,1.436309814E-1,1.464527130E0
5.994067628E0,7.872869372E-1,1.094055176E-1,1.516081810E0
6.002263513E0,3.156839013E-1,1.368904114E-1,1.594511509E0
6.010470628E0,-2.157685757E-1,-7.104921341E-2,1.605875015E0
6.018666359E0,-1.609780788E-1,-2.040176392E-1,1.177898884E0
6.026864013E0,1.071608663E-1,-2.975683212E-1,9.783015251E-1
6.035061974E0,4.161726832E-1,-4.679079056E-1,7.236838341E-1
6.043258936E0,7.004750371E-1,-5.784006119E-1,2.234363556E-1
6.051501474E0,8.916582465E-1,-8.477416039E-1,-7.137537003E-2
6.059699474E0,9.083496928E-1,-8.967175484E-1,-1.369690895E-1
6.067896897E0,1.126361132E0,-8.241448402E-1,-1.634836197E-2
6.076093320E0,1.095167637E0,-6.356744766E-1,-7.029628754E-2
6.084291128E0,1.016387939E0,-4.044308662E-1,-3.172397614E-3
6.092500513E0,8.565496206E-1,-2.313027382E-1,3.357982635E-2
6.100700243E0,8.479590416E-1,-1.249828339E-1,3.409051895E-2
